Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Raj Singh,28-06-2005,306127,Uttar Pradesh,15,13,0,6,34,Pass
Ishaan Khan,14-07-2005,809398,Assam,6,22,3,17,48,Pass
Balbir Mehta,01-10-2005,524527,Jharkhand,18,2,9,8,37,Pass
Yash D'Souza,06-09-2005,195541,Rajasthan,5,22,4,7,38,Pass
Sukhwinder Reddy,13-04-2006,453007,Uttarakhand,17,15,8,10,50,Pass
Raj Pillai,03-05-2006,241281,Uttar Pradesh,18,0,10,23,51,Pass
Sukhwinder Sharma,10-12-2004,756446,Delhi,2,24,23,3,52,Pass
Yash Sharma,28-01-2006,752525,Maharashtra,1,5,11,19,36,Pass
Ishaan Chopra,23-01-2006,692374,West Bengal,3,13,23,14,53,Pass
Aditya Khan,19-07-2005,562758,Bihar,21,2,8,15,46,Pass
Ishaan Pillai,05-01-2005,316713,Maharashtra,16,10,15,3,44,Pass
Gurpreet Verma,09-04-2005,428575,Manipur,5,12,8,20,45,Fail
Krishna Fernandes,22-12-2004,728556,Chhattisgarh,15,9,17,22,63,Pass
Raj Sharma,28-03-2006,525108,Kerala,24,5,1,12,42,Fail
Kunal Verma,15-01-2005,644067,Kerala,14,14,7,11,46,Fail
Aryan Mehta,18-02-2005,457760,Madhya Pradesh,23,6,3,22,54,Pass
Aarav Verma,05-02-2005,181265,Rajasthan,21,11,6,10,48,Pass
Kunal Chopra,24-12-2004,568737,Uttarakhand,16,14,3,18,51,Pass
Aarav Fernandes,08-12-2005,318095,Maharashtra,8,20,24,3,55,Pass
Yash D'Souza,16-01-2005,423484,Haryana,18,13,22,11,64,Pass
Aarav Sharma,13-03-2006,749050,Maharashtra,0,15,8,5,28,Pass
Rehan Reddy,11-03-2005,193263,Delhi,11,16,13,5,45,Pass
Vivaan Reddy,02-01-2005,207378,West Bengal,2,18,3,17,40,Pass
Rehan Fernandes,18-01-2006,699887,Haryana,7,3,5,15,30,Pass
Aryan Sharma,12-01-2005,340120,Telangana,13,17,24,3,57,Pass
Raj Khan,10-01-2006,884930,Madhya Pradesh,8,2,6,15,31,Pass
Rohan Reddy,21-11-2004,484945,Assam,17,23,6,4,50,Pass
Rohan Khan,17-10-2005,697130,Puducherry,15,6,1,1,23,Pass
Harjeet Reddy,09-09-2005,104563,Rajasthan,21,23,24,11,79,Pass
Aditya Fernandes,05-04-2005,449846,Maharashtra,10,19,6,3,38,Pass
Balbir Sharma,04-04-2006,330161,Rajasthan,17,7,3,4,31,Pass
Sukhwinder Pillai,30-05-2005,275247,Uttarakhand,5,8,13,1,27,Pass
Farhan Sharma,01-09-2005,226773,Maharashtra,15,11,1,22,49,Pass
Rohan Chopra,05-12-2005,796510,Tamil Nadu,2,13,17,3,35,Pass
Kunal Verma,16-01-2006,464722,Haryana,14,6,21,10,51,Pass
Yash Reddy,10-12-2005,616807,Uttar Pradesh,22,6,22,18,68,Pass
Kunal Chopra,08-01-2006,748848,Rajasthan,18,7,11,0,36,Pass
Aditya Mehta,22-12-2004,195081,Gujarat,12,5,11,13,41,Fail
Rohan D'Souza,19-12-2004,656728,Gujarat,9,18,21,1,49,Fail
John Khan,15-03-2006,595867,Andhra Pradesh,24,9,1,1,35,Pass
Yash Singh,12-02-2005,834256,Assam,10,21,7,21,59,Pass
Krishna Singh,30-06-2005,787214,Assam,24,24,9,16,73,Pass
Harjeet Pillai,11-05-2005,171785,Uttar Pradesh,15,10,4,24,53,Pass
Aarav Fernandes,05-05-2006,760266,Haryana,7,21,18,17,63,Pass
Imran Fernandes,05-03-2005,274990,Punjab,4,16,1,22,43,Pass
Imran Singh,09-10-2005,390876,Uttarakhand,8,1,1,15,25,Pass
Vivaan Sharma,15-12-2004,837685,West Bengal,1,6,14,15,36,Pass
Kunal Fernandes,06-03-2006,812795,Telangana,6,22,7,8,43,Pass
Aryan Singh,19-06-2005,730791,West Bengal,7,22,2,9,40,Pass
Ishaan Pillai,09-05-2006,890820,Bihar,8,16,0,19,43,Pass
Harjeet D'Souza,30-01-2006,301163,Andhra Pradesh,9,18,20,18,65,Pass
Gurpreet Mehta,03-02-2006,954467,Uttar Pradesh,16,8,14,18,56,Pass
Raj Singh,31-05-2005,785287,Maharashtra,5,11,1,20,37,Pass
Aarav Chopra,19-11-2004,794520,Delhi,4,12,23,14,53,Pass
Yash Khan,23-09-2005,624895,Rajasthan,17,19,19,7,62,Pass
Raj Khan,26-03-2006,342966,Tamil Nadu,2,8,19,2,31,Pass
David Sharma,21-08-2005,527688,Tamil Nadu,15,9,5,14,43,Pass
Aarav Pillai,29-11-2004,649120,West Bengal,21,17,0,12,50,Pass
John Pillai,03-01-2006,267269,Assam,6,11,3,6,26,Pass
Raj Reddy,27-10-2005,822367,Uttar Pradesh,11,1,12,4,28,Pass
Zaid Singh,19-04-2005,550606,Madhya Pradesh,19,18,3,19,59,Pass
Krishna Khan,07-04-2006,492331,Andhra Pradesh,22,10,4,2,38,Pass
Ishaan Khan,27-04-2005,268225,Arunachal Pradesh,5,5,5,23,38,Fail
Aarav Chopra,24-02-2006,651717,Punjab,5,17,0,1,23,Pass
Imran Reddy,18-02-2005,494882,Telangana,15,18,23,0,56,Pass
Aarav Fernandes,26-04-2005,989120,Rajasthan,24,12,16,0,52,Pass
Raj Khan,23-06-2005,397478,Maharashtra,15,17,5,3,40,Pass
Yash Sharma,21-10-2005,409766,Haryana,2,23,11,1,37,Pass
Harjeet Sharma,09-11-2005,387949,Jharkhand,0,13,4,7,24,Pass
Rehan Fernandes,27-01-2005,468959,Telangana,1,13,4,5,23,Pass
Ishaan Sharma,04-08-2005,445123,Telangana,14,4,4,11,33,Pass
Krishna Fernandes,30-06-2005,352345,Maharashtra,4,5,19,14,42,Pass
Ayaan Chopra,19-10-2005,259686,Rajasthan,10,9,6,16,41,Pass
Aditya Chopra,29-07-2005,629474,Chhattisgarh,0,6,12,19,37,Pass
Aarav Pillai,27-01-2005,175013,Punjab,3,10,22,10,45,Pass
Aryan Fernandes,11-11-2005,400655,Uttar Pradesh,6,10,21,21,58,Pass
Aryan Sharma,25-11-2005,592416,Uttar Pradesh,5,1,11,8,25,Pass
Zaid Verma,25-04-2005,916995,Andhra Pradesh,17,18,13,21,69,Pass
Aryan D'Souza,21-11-2005,862541,Jharkhand,6,24,5,23,58,Pass
Krishna Pillai,11-06-2005,559011,Odisha,7,3,19,23,52,Pass
Aarav Fernandes,17-11-2005,909105,Tamil Nadu,15,10,8,1,34,Pass
Raj Verma,13-12-2005,230509,Tamil Nadu,21,8,8,20,57,Pass
Vivaan Singh,03-07-2005,489125,Madhya Pradesh,24,5,3,18,50,Pass
Peter Singh,06-01-2006,349839,Uttar Pradesh,17,10,14,19,60,Pass
Yash Fernandes,09-11-2005,147803,Gujarat,6,6,4,2,18,Fail
Paul Mehta,23-03-2005,828287,Delhi,0,1,23,19,43,Pass
Harjeet Khan,01-02-2005,131256,Uttar Pradesh,15,12,6,23,56,Pass
Aditya D'Souza,30-04-2005,844265,Rajasthan,11,22,1,17,51,Pass
Rehan Singh,02-07-2005,609754,Gujarat,0,19,14,16,49,Fail
Krishna Chopra,26-11-2005,388663,Rajasthan,6,20,1,22,49,Pass
Aditya Pillai,05-01-2005,755048,Odisha,14,2,2,12,30,Pass
Raj Sharma,19-01-2005,319825,Telangana,23,22,0,8,53,Fail
Aditya Khan,13-12-2005,321378,Maharashtra,4,6,12,12,34,Pass
Rohan Sharma,17-04-2005,148126,Uttar Pradesh,18,1,11,6,36,Pass
Peter Sharma,09-11-2004,483948,Jharkhand,3,1,8,22,34,Pass
Aryan Khan,29-07-2005,399285,Kerala,23,15,15,3,56,Fail
Zaid Sharma,27-02-2006,198840,Madhya Pradesh,8,7,0,1,16,Pass
Vivaan Fernandes,22-03-2005,486805,Bihar,2,1,7,10,20,Pass
Aarav Verma,28-04-2005,914521,Karnataka,19,23,21,21,84,Pass
Aarav Singh,14-01-2006,699782,Bihar,24,16,1,13,54,Pass
Ishaan Verma,13-09-2005,382540,Tamil Nadu,23,1,2,6,32,Pass
Aryan Reddy,12-09-2005,522461,West Bengal,3,16,11,9,39,Pass
Aryan Mehta,29-06-2005,828507,Haryana,2,8,0,2,12,Pass
Vivaan Fernandes,07-08-2005,425038,Madhya Pradesh,12,18,3,19,52,Pass
Aditya Khan,16-09-2005,299124,Haryana,16,12,24,11,63,Pass
Paul D'Souza,11-12-2004,988907,Punjab,10,18,18,6,52,Pass
Rohan Singh,25-03-2006,238978,Meghalaya,24,7,15,15,61,Pass
Rohan Sharma,06-04-2005,475137,Maharashtra,8,0,19,19,46,Pass
Vivaan D'Souza,16-07-2005,477866,Karnataka,3,23,18,5,49,Pass
Sukhwinder Singh,29-01-2005,816965,Uttarakhand,10,1,8,7,26,Pass
Vivaan Mehta,08-07-2005,629213,West Bengal,3,10,22,20,55,Pass
Ishaan Pillai,13-11-2004,944217,Rajasthan,23,4,3,2,32,Pass
Raj D'Souza,17-02-2006,104680,Rajasthan,16,6,12,2,36,Pass
Kunal Khan,22-01-2006,919397,Bihar,14,14,21,4,53,Pass
John D'Souza,28-03-2006,641333,Odisha,15,11,19,24,69,Pass
Krishna Verma,24-03-2006,452976,Uttar Pradesh,17,21,8,8,54,Pass
Raj D'Souza,10-04-2006,274773,Madhya Pradesh,2,7,3,13,25,Pass
Yash Fernandes,25-05-2005,896105,Haryana,3,8,6,15,32,Pass
Raj Verma,10-09-2005,991946,Uttar Pradesh,17,18,11,16,62,Pass
Rehan Mehta,15-11-2004,948091,Gujarat,13,22,21,19,75,Fail
Yash Reddy,08-07-2005,268434,Madhya Pradesh,17,24,3,10,54,Pass
Aarav Verma,07-09-2005,666242,Tamil Nadu,9,9,21,7,46,Pass
Aditya Verma,17-03-2005,489991,Jammu & Kashmir + Ladakh,4,20,1,13,38,Pass
Aditya Chopra,18-01-2005,843691,Haryana,10,16,11,24,61,Pass
Aditya Chopra,17-01-2006,492780,Uttar Pradesh,2,0,19,24,45,Pass
David Pillai,27-06-2005,857582,Puducherry,5,23,0,9,37,Pass
Aditya Mehta,03-05-2006,944539,West Bengal,3,21,18,12,54,Pass
Rohan Pillai,17-02-2005,220871,Karnataka,15,6,4,12,37,Pass
Krishna Singh,12-12-2005,934688,Madhya Pradesh,12,18,0,10,40,Pass
Vivaan Sharma,23-09-2005,566506,Madhya Pradesh,14,13,9,3,39,Pass
Rehan Khan,29-08-2005,607012,Bihar,10,13,10,20,53,Pass
Aditya Khan,14-01-2005,974668,West Bengal,3,10,0,4,17,Pass
Ishaan Mehta,27-03-2005,639603,West Bengal,3,15,23,24,65,Pass
Ishaan Singh,29-12-2005,815425,Uttar Pradesh,23,13,2,9,47,Pass
Rohan Pillai,09-02-2006,963771,West Bengal,13,3,1,14,31,Pass
Mathew Reddy,01-01-2006,796071,Uttar Pradesh,8,0,8,4,20,Pass
Aarav D'Souza,13-05-2005,691488,Tamil Nadu,13,4,18,23,58,Pass
Gurpreet Reddy,11-10-2005,612086,Tripura,15,11,3,19,48,Pass
Sukhwinder Reddy,27-07-2005,355923,Maharashtra,14,13,9,3,39,Pass
Krishna Mehta,04-03-2005,552255,Nagaland,3,0,16,19,38,Pass
Kunal Mehta,24-09-2005,707684,Uttar Pradesh,20,7,23,0,50,Pass
Ishaan Mehta,13-03-2005,821510,West Bengal,5,18,24,3,50,Pass
Sukhwinder Reddy,13-11-2004,826767,Puducherry,16,24,7,11,58,Pass
Sukhwinder Mehta,03-05-2005,798813,Chhattisgarh,22,11,21,20,74,Pass
Raj Khan,12-09-2005,313542,Madhya Pradesh,14,6,12,0,32,Pass
Ishaan Reddy,20-10-2005,371894,Uttar Pradesh,18,0,4,17,39,Pass
Vivaan Reddy,06-05-2005,672469,Uttar Pradesh,13,13,15,0,41,Pass
Raj Verma,09-01-2006,819926,Uttar Pradesh,14,4,7,16,41,Pass
Krishna Chopra,21-07-2005,368063,West Bengal,3,21,14,20,58,Pass
Raj Sharma,12-08-2005,416155,Uttar Pradesh,7,0,1,15,23,Pass
Aryan Sharma,08-11-2005,195078,Kerala,6,24,8,18,56,Fail
Rehan Reddy,23-11-2005,117530,Madhya Pradesh,12,20,3,12,47,Pass
Harjeet Singh,28-12-2005,757541,Uttar Pradesh,14,16,19,19,68,Pass
Balbir Singh,13-01-2006,957729,Karnataka,15,20,14,11,60,Pass
Aarav D'Souza,07-05-2005,710658,Bihar,15,13,6,4,38,Pass
Kunal Sharma,29-11-2005,322081,Haryana,9,21,13,8,51,Pass
Kunal Verma,08-06-2005,373356,Haryana,15,14,18,22,69,Pass
Aryan Pillai,06-04-2006,734869,Rajasthan,1,6,14,5,26,Pass
Rohan D'Souza,19-02-2005,503811,Kerala,22,15,15,24,76,Fail
Krishna Reddy,10-11-2005,219535,Madhya Pradesh,3,17,17,7,44,Pass
Rohan Verma,21-11-2005,852749,Uttarakhand,14,17,3,24,58,Pass
Manpreet Pillai,25-08-2005,266316,Assam,5,18,17,2,42,Pass
Gurpreet Reddy,18-01-2005,107442,Uttar Pradesh,2,14,19,3,38,Pass
Ayaan Reddy,07-02-2006,269583,Madhya Pradesh,20,6,3,22,51,Pass
Balbir Chopra,15-01-2005,641856,Telangana,16,10,21,19,66,Pass
Raj Reddy,10-05-2005,472228,Bihar,22,11,8,19,60,Pass
Kunal Pillai,06-11-2005,123974,Punjab,18,3,13,18,52,Pass
Krishna Fernandes,04-01-2005,595366,Gujarat,13,2,3,8,26,Fail
Balbir Fernandes,02-11-2005,334995,Uttarakhand,21,5,3,20,49,Pass
Vivaan Mehta,13-12-2005,164995,Uttar Pradesh,22,5,3,20,50,Pass
Aarav Pillai,01-11-2005,633263,Himachal Pradesh,6,16,19,16,57,Pass
Ishaan Reddy,03-08-2005,741023,Andhra Pradesh,11,13,6,8,38,Pass
Aditya Verma,01-02-2005,109946,West Bengal,7,1,2,11,21,Pass
Gurpreet D'Souza,28-12-2004,494054,Andhra Pradesh,19,13,14,11,57,Pass
Raj Reddy,01-05-2005,918021,Rajasthan,19,9,10,22,60,Pass
Yash Sharma,15-01-2006,519037,Uttar Pradesh,13,23,10,16,62,Pass
Vivaan Singh,04-04-2006,341619,Jharkhand,13,15,0,12,40,Pass
Zaid Fernandes,07-07-2005,938495,Karnataka,22,12,17,12,63,Pass
Aryan Reddy,16-12-2004,396067,Uttar Pradesh,11,4,10,1,26,Pass
Paul Khan,27-01-2006,724129,Uttar Pradesh,5,3,23,24,55,Pass
Gurpreet Mehta,18-11-2004,290341,Himachal Pradesh,13,14,15,19,61,Pass
Aarav Reddy,01-09-2005,223649,Haryana,15,4,16,16,51,Pass
Balbir Sharma,01-01-2006,418956,West Bengal,11,10,4,6,31,Pass
Sukhwinder Reddy,31-05-2005,650335,Bihar,4,15,0,11,30,Pass
Vivaan Mehta,18-12-2004,935509,Kerala,18,23,3,9,53,Fail
Kunal Sharma,14-11-2005,461042,Jharkhand,15,1,1,6,23,Pass
Yash Fernandes,24-02-2005,371862,West Bengal,3,21,13,10,47,Pass
Kunal Reddy,30-06-2005,980848,Tamil Nadu,22,20,19,11,72,Pass
Imran Chopra,06-10-2005,115390,Uttar Pradesh,5,22,12,1,40,Pass
Raj Singh,24-09-2005,162795,Uttar Pradesh,11,20,18,22,71,Pass
Ishaan Mehta,09-07-2005,525736,Haryana,10,5,22,17,54,Pass
Ayaan Singh,07-03-2005,696177,Maharashtra,8,22,17,3,50,Pass
Imran Singh,10-05-2005,529923,Tamil Nadu,2,8,1,6,17,Pass
Aryan Singh,20-04-2006,141463,Tamil Nadu,19,18,13,23,73,Pass
Gurpreet Singh,10-11-2004,707845,Madhya Pradesh,8,23,3,22,56,Pass
Rohan Reddy,02-03-2005,271658,Rajasthan,21,7,14,5,47,Pass
Aarav Reddy,10-10-2005,474433,Uttar Pradesh,16,11,18,24,69,Pass
Vivaan Pillai,23-04-2006,479273,Uttarakhand,20,16,3,21,60,Pass
Aditya Fernandes,22-11-2004,656747,Madhya Pradesh,6,16,2,21,45,Pass
Aryan Fernandes,15-04-2005,107268,Bihar,20,20,6,9,55,Pass
Aarav Fernandes,28-03-2006,470743,Gujarat,9,13,17,20,59,Fail
Krishna Pillai,07-04-2005,743501,Bihar,7,1,20,19,47,Pass
Kunal Chopra,09-03-2006,685135,Rajasthan,12,2,1,17,32,Pass
Krishna D'Souza,10-03-2006,504731,Karnataka,6,11,23,11,51,Pass
Kunal D'Souza,23-09-2005,449047,Haryana,13,20,11,5,49,Pass
Rohan Verma,11-11-2005,393193,Telangana,2,20,14,15,51,Pass
Kunal Singh,07-03-2005,341856,Telangana,5,3,21,9,38,Pass
Sukhwinder Fernandes,23-02-2005,907804,Madhya Pradesh,10,17,23,6,56,Pass
Ayaan Pillai,03-02-2006,430345,Bihar,22,4,17,21,64,Pass
Manpreet Fernandes,24-07-2005,573112,Karnataka,13,11,5,23,52,Pass
Harjeet Mehta,18-11-2005,466094,Madhya Pradesh,18,8,10,18,54,Pass
Balbir Mehta,28-12-2005,824086,Punjab,5,24,13,1,43,Pass
Kunal Singh,06-04-2006,804542,Bihar,11,8,13,9,41,Pass
Rehan Verma,10-03-2006,362831,Tamil Nadu,10,22,7,24,63,Pass
Vivaan Verma,22-10-2005,910111,West Bengal,16,21,1,1,39,Pass
Aditya Khan,08-11-2004,563396,Assam,20,22,8,3,53,Pass
Krishna Verma,27-10-2005,525080,Uttarakhand,13,1,18,6,38,Pass
Yash Khan,04-02-2006,530537,Uttar Pradesh,18,6,19,16,59,Pass
Mathew Pillai,18-09-2005,506659,Tamil Nadu,20,9,9,22,60,Pass
Vivaan Mehta,25-05-2005,146802,Karnataka,1,10,0,15,26,Pass
Raj Fernandes,01-03-2005,304014,Maharashtra,5,12,16,2,35,Pass
Sukhwinder Mehta,10-01-2006,534189,Himachal Pradesh,3,6,2,17,28,Pass
Ishaan Chopra,07-06-2005,888587,Rajasthan,1,22,1,3,27,Pass
Rohan Sharma,20-06-2005,202859,Odisha,8,1,23,2,34,Pass
Raj D'Souza,07-08-2005,495763,Bihar,3,0,19,14,36,Pass
Yash D'Souza,20-07-2005,810966,West Bengal,8,11,19,3,41,Pass
Aditya Sharma,08-12-2005,891636,Uttarakhand,0,21,7,8,36,Pass
Zaid Khan,16-12-2005,956667,Maharashtra,17,11,1,8,37,Pass
Yash Verma,06-05-2006,976791,Rajasthan,13,7,24,1,45,Pass
Aryan Khan,23-10-2005,161939,Madhya Pradesh,24,9,8,4,45,Pass
Sukhwinder Pillai,24-07-2005,270167,Andhra Pradesh,15,13,20,19,67,Pass
Aarav D'Souza,31-01-2006,872021,Maharashtra,11,9,5,15,40,Pass
Aryan Sharma,10-01-2006,487193,Maharashtra,20,16,9,3,48,Pass
Raj Sharma,10-09-2005,374401,Rajasthan,20,1,18,9,48,Pass
Kunal D'Souza,26-03-2006,686772,Jharkhand,12,18,24,24,78,Fail
Farhan Sharma,26-03-2005,568377,Maharashtra,12,9,8,3,32,Pass
Aarav Sharma,06-12-2005,488559,Chhattisgarh,14,18,8,21,61,Pass
Aditya Chopra,24-04-2006,830785,Madhya Pradesh,2,15,24,15,56,Pass
Ishaan Fernandes,10-01-2006,374583,Uttar Pradesh,19,22,6,4,51,Pass
Yash Sharma,09-10-2005,890234,Uttar Pradesh,2,8,14,9,33,Pass
Aryan Singh,22-11-2005,439052,Gujarat,2,9,24,15,50,Fail
Balbir Khan,20-04-2006,578840,Madhya Pradesh,22,3,21,0,46,Pass
Rehan Sharma,05-01-2006,524023,Maharashtra,21,23,14,3,61,Pass
Krishna Reddy,17-10-2005,775913,Rajasthan,24,22,4,15,65,Pass
Rohan Sharma,03-09-2005,819968,Gujarat,20,11,9,4,44,Fail
Aryan Sharma,28-07-2005,299029,Uttar Pradesh,24,3,23,7,57,Pass
Harjeet Singh,06-10-2005,921593,Bihar,21,22,16,9,68,Pass
Kunal Sharma,08-11-2004,619993,Tamil Nadu,14,22,12,5,53,Pass
Aryan Chopra,17-03-2006,277097,Bihar,0,4,21,14,39,Pass
Yash Fernandes,11-09-2005,447633,Karnataka,24,16,12,2,54,Pass
Aditya Reddy,29-07-2005,644489,Madhya Pradesh,3,1,20,12,36,Pass
Yash Sharma,26-07-2005,699033,Uttar Pradesh,12,22,0,8,42,Pass
Raj Chopra,05-03-2006,928226,Andhra Pradesh,14,15,17,16,62,Pass
Ishaan Sharma,09-01-2006,218190,West Bengal,13,8,11,14,46,Pass
Aarav Fernandes,06-07-2005,805242,Telangana,7,7,23,4,41,Pass
Yash Pillai,11-06-2005,221170,Bihar,22,24,11,16,73,Pass
Yash Reddy,16-05-2005,462438,Uttarakhand,0,2,18,0,20,Pass
Aditya Fernandes,03-05-2005,567635,Uttar Pradesh,17,8,11,16,52,Pass
Balbir Khan,03-08-2005,990160,Telangana,0,22,24,17,63,Fail
Sukhwinder Fernandes,30-07-2005,315994,Bihar,24,12,2,9,47,Pass
Ayaan Khan,23-05-2005,501649,Chhattisgarh,8,3,6,17,34,Pass
Aryan Sharma,18-02-2005,390637,Tamil Nadu,18,8,11,12,49,Pass
Sukhwinder Verma,02-02-2005,922155,Uttar Pradesh,19,9,10,18,56,Pass
Aditya D'Souza,22-06-2005,845419,Karnataka,21,16,19,13,69,Fail
Paul Verma,22-11-2005,723989,Chhattisgarh,3,13,5,4,25,Pass
Ishaan Reddy,03-05-2005,654746,Gujarat,15,3,9,20,47,Fail
Peter Pillai,09-02-2005,107634,Madhya Pradesh,23,1,3,18,45,Pass
Balbir Pillai,07-12-2004,404846,Bihar,11,19,9,20,59,Pass
Rohan Khan,25-02-2006,212043,Jharkhand,3,2,15,8,28,Pass
Ayaan Mehta,09-03-2005,959904,Jammu & Kashmir + Ladakh,18,13,22,23,76,Fail
Paul Pillai,24-05-2005,829835,Madhya Pradesh,9,5,19,7,40,Pass
Ishaan Verma,08-04-2005,162111,Karnataka,21,24,11,19,75,Fail
Mathew Singh,04-06-2005,803954,Gujarat,4,10,16,23,53,Fail
Aryan Reddy,11-02-2006,884512,West Bengal,3,16,1,20,40,Pass
Sukhwinder Khan,17-02-2005,956905,Haryana,5,22,8,24,59,Pass
Krishna Chopra,10-06-2005,938632,Tamil Nadu,1,14,20,0,35,Pass
Ishaan D'Souza,28-04-2006,978501,Rajasthan,23,2,8,16,49,Pass
Aryan Khan,27-05-2005,759495,Andhra Pradesh,17,16,20,1,54,Pass
Rehan Pillai,22-04-2006,101523,Andhra Pradesh,1,10,16,21,48,Pass
Vivaan Singh,14-04-2005,635282,Jammu & Kashmir + Ladakh,21,9,23,7,60,Pass
Kunal Sharma,24-07-2005,711771,Uttar Pradesh,0,23,6,16,45,Pass
Krishna Mehta,06-05-2006,635829,Jharkhand,19,15,2,24,60,Pass
Ayaan Chopra,11-06-2005,646398,Assam,6,11,10,14,41,Pass
Imran Pillai,16-01-2006,747653,Haryana,12,3,7,21,43,Pass
Raj Fernandes,15-07-2005,851217,Haryana,8,21,2,22,53,Pass
Vivaan Mehta,23-04-2006,233195,West Bengal,0,0,2,10,12,Pass
Yash Singh,21-11-2004,497791,Jharkhand,17,21,5,16,59,Pass
Paul Mehta,23-07-2005,474605,Bihar,6,0,8,18,32,Pass
Yash Chopra,16-08-2005,584489,West Bengal,16,18,6,8,48,Pass
Peter Fernandes,03-05-2005,364330,Maharashtra,8,0,9,14,31,Pass
Paul Fernandes,21-11-2004,221595,Bihar,10,16,12,2,40,Pass
Raj D'Souza,29-04-2006,659547,Tamil Nadu,3,23,6,18,50,Pass
Yash Fernandes,01-03-2006,740630,Rajasthan,18,22,11,3,54,Pass
Harjeet Sharma,20-03-2006,689376,Bihar,4,22,22,4,52,Pass
Ishaan Reddy,03-09-2005,388865,Delhi,3,11,17,5,36,Pass
Sukhwinder Mehta,03-12-2004,287197,Himachal Pradesh,10,8,20,16,54,Pass
Aditya Singh,07-02-2006,648447,Rajasthan,19,0,1,12,32,Pass
Rohan Chopra,31-05-2005,477949,Gujarat,8,4,21,20,53,Fail
Kunal Sharma,10-05-2005,688831,Tamil Nadu,20,16,4,23,63,Pass
Aditya Mehta,19-01-2005,898730,Gujarat,20,19,18,10,67,Fail
Aarav Khan,27-11-2004,372045,Maharashtra,4,23,17,3,47,Pass
Aarav Pillai,05-11-2005,765616,Bihar,8,17,19,9,53,Pass
Aarav D'Souza,13-10-2005,529794,Rajasthan,20,8,13,17,58,Pass
Zaid Singh,03-10-2005,843621,Bihar,9,6,1,12,28,Pass
Ayaan Khan,03-01-2006,770184,Maharashtra,0,18,5,23,46,Pass
Ishaan Fernandes,09-07-2005,744483,Bihar,21,3,23,24,71,Pass
Paul Fernandes,26-12-2004,253528,West Bengal,10,1,2,9,22,Pass
Balbir Fernandes,30-03-2006,520805,Uttar Pradesh,10,0,14,6,30,Pass
Balbir Verma,04-04-2006,706114,Bihar,16,12,22,18,68,Pass
Sukhwinder Singh,30-01-2005,790275,Himachal Pradesh,23,19,14,21,77,Fail
Ishaan Fernandes,13-03-2005,353369,Odisha,4,17,0,9,30,Pass
Ishaan Mehta,05-02-2005,662701,Uttar Pradesh,7,21,15,2,45,Pass
Imran Pillai,27-05-2005,826576,Madhya Pradesh,14,4,13,16,47,Pass
Vivaan Fernandes,23-06-2005,603714,Uttar Pradesh,14,13,20,18,65,Pass
Manpreet Khan,01-09-2005,926850,Bihar,11,14,21,21,67,Pass
Krishna Reddy,03-07-2005,747995,Bihar,13,21,20,22,76,Pass
Raj D'Souza,31-01-2006,492031,Haryana,14,17,23,9,63,Pass
David Pillai,09-06-2005,284751,Rajasthan,24,16,10,15,65,Pass
Yash Fernandes,24-10-2005,720898,Kerala,9,11,15,19,54,Fail
Balbir Sharma,24-12-2004,605992,Uttar Pradesh,20,11,6,10,47,Pass
Rohan Pillai,28-04-2005,655279,Bihar,17,12,9,18,56,Pass
Raj Reddy,11-05-2005,820890,Maharashtra,8,4,14,9,35,Pass
Harjeet Singh,22-12-2005,846576,Punjab,13,13,21,3,50,Pass
Yash Fernandes,14-12-2005,116823,Maharashtra,5,0,1,11,17,Pass
Aryan Pillai,11-12-2005,716937,Haryana,18,2,20,2,42,Pass
Aditya Fernandes,21-06-2005,344479,Rajasthan,18,6,1,16,41,Pass
Aditya Sharma,12-08-2005,799653,Tamil Nadu,4,1,13,1,19,Pass
Rohan Khan,20-06-2005,445868,Bihar,10,12,19,10,51,Pass
Imran Fernandes,25-06-2005,801506,Karnataka,8,18,8,3,37,Pass
Rohan Chopra,29-08-2005,380639,Madhya Pradesh,4,8,24,16,52,Pass
Krishna Verma,22-07-2005,353937,Maharashtra,6,9,9,21,45,Pass
Kunal Singh,30-11-2005,686356,Chhattisgarh,1,12,15,21,49,Pass
Vivaan D'Souza,18-04-2005,678240,Assam,24,14,3,0,41,Pass
Ayaan D'Souza,18-11-2005,423771,West Bengal,3,17,21,24,65,Pass
Aryan Reddy,01-02-2006,305450,Punjab,4,17,16,14,51,Pass
Harjeet Chopra,24-04-2006,551786,Kerala,12,9,3,19,43,Fail
Aryan Khan,07-11-2005,703702,Bihar,0,16,10,3,29,Pass
Krishna Reddy,01-02-2006,215802,Rajasthan,10,14,3,10,37,Pass
Manpreet Chopra,17-03-2005,496843,Bihar,4,8,3,13,28,Pass
Aryan Pillai,09-02-2006,665313,Manipur,14,6,15,16,51,Fail
Peter D'Souza,06-05-2005,647002,Karnataka,11,7,19,15,52,Pass
Krishna Chopra,30-11-2004,873341,Uttar Pradesh,19,12,7,12,50,Pass
Aarav Singh,08-11-2005,386005,Madhya Pradesh,8,23,2,10,43,Pass
Aditya Reddy,12-02-2005,484135,Karnataka,5,2,5,11,23,Pass
Kunal Singh,09-04-2005,866087,Bihar,3,11,15,20,49,Pass
Farhan Fernandes,09-10-2005,220096,Chhattisgarh,1,17,2,23,43,Pass
