Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Ishaan Reddy,31-12-2005,780598,Uttar Pradesh,11,5,22,22,60,Pass
Aarav Fernandes,02-01-2006,895599,Uttar Pradesh,20,15,5,20,60,Pass
Peter Singh,06-01-2006,349839,Uttar Pradesh,17,10,14,19,60,Pass
Vivaan Khan,09-01-2006,120816,Uttar Pradesh,13,16,23,8,60,Pass
Raj Sharma,11-01-2006,517983,Uttar Pradesh,11,4,22,23,60,Pass
Ishaan D'Souza,20-01-2006,969954,Uttar Pradesh,23,23,7,7,60,Pass
Mathew Sharma,04-02-2006,691680,Uttar Pradesh,23,8,24,5,60,Pass
Vivaan Reddy,06-02-2006,478314,Uttar Pradesh,21,13,8,18,60,Pass
Farhan Verma,24-03-2006,758279,Uttar Pradesh,9,21,13,17,60,Pass
Balbir Khan,27-03-2006,835442,Uttar Pradesh,16,13,8,23,60,Pass
Manpreet Sharma,04-05-2006,981690,Uttar Pradesh,17,7,21,15,60,Pass
Aditya Pillai,29-08-2005,990804,Rajasthan,24,23,20,21,88,Pass
Mathew Fernandes,26-10-2005,749913,Rajasthan,21,21,23,23,88,Pass
Paul Pillai,18-11-2004,266504,Rajasthan,24,22,22,19,87,Pass
Krishna Mehta,06-10-2005,410155,Rajasthan,21,19,22,24,86,Pass
Aarav Khan,10-12-2005,830828,Rajasthan,20,24,20,22,86,Pass
Zaid D'Souza,28-02-2005,696434,Rajasthan,24,19,24,18,85,Pass
Aditya Singh,28-04-2005,805743,Rajasthan,20,23,18,24,85,Pass
Yash Reddy,18-12-2005,161591,Rajasthan,24,22,23,16,85,Pass
Gurpreet Verma,05-02-2005,718228,Rajasthan,23,21,17,23,84,Pass
Aryan Pillai,24-07-2005,219290,Rajasthan,24,24,19,17,84,Pass
Ishaan Reddy,20-01-2006,517524,Rajasthan,22,20,24,18,84,Pass
Imran Verma,10-03-2006,539655,Rajasthan,22,16,24,22,84,Pass
Rehan Singh,02-01-2005,138245,Rajasthan,23,15,21,24,83,Pass
Aditya D'Souza,09-03-2005,880068,Rajasthan,23,19,18,23,83,Pass
Imran Verma,18-05-2005,448127,Rajasthan,22,22,17,22,83,Pass
Aryan Mehta,07-06-2005,175489,Rajasthan,24,11,24,24,83,Pass
Aarav Chopra,16-10-2005,701179,Rajasthan,16,21,23,23,83,Pass
Aditya Chopra,31-12-2004,828775,Rajasthan,20,20,19,23,82,Pass
Vivaan Sharma,28-07-2005,815532,Rajasthan,17,24,22,19,82,Pass
Peter Verma,16-01-2006,955683,Rajasthan,22,14,24,22,82,Pass
Raj Mehta,21-01-2006,219340,Rajasthan,23,22,14,23,82,Pass
Aarav Reddy,08-04-2006,958826,Rajasthan,24,22,20,16,82,Pass
Raj Singh,24-04-2006,619885,Rajasthan,18,20,22,22,82,Pass
Krishna D'Souza,08-11-2004,486550,Rajasthan,23,22,15,21,81,Pass
Rohan Khan,30-01-2005,714316,Rajasthan,13,24,22,22,81,Pass
Krishna Fernandes,12-02-2005,965441,Rajasthan,24,20,13,24,81,Pass
Yash Fernandes,29-07-2005,792795,Rajasthan,21,19,20,21,81,Pass
Yash Verma,09-08-2005,785550,Rajasthan,24,24,19,14,81,Pass
Ayaan Pillai,02-09-2005,292638,Rajasthan,19,21,23,18,81,Pass
Peter Chopra,05-09-2005,577661,Rajasthan,22,16,23,20,81,Pass
Yash Fernandes,09-11-2005,838921,Rajasthan,24,21,18,18,81,Pass
Harjeet Chopra,12-03-2006,478309,Rajasthan,20,19,22,20,81,Pass
Balbir Reddy,02-04-2006,172756,Rajasthan,15,21,21,24,81,Pass
Farhan Chopra,13-04-2006,291134,Rajasthan,24,18,16,23,81,Pass
Balbir Mehta,23-01-2005,435045,Rajasthan,10,23,24,23,80,Pass
Rohan Verma,02-05-2005,448276,Rajasthan,21,23,13,23,80,Pass
John Sharma,05-06-2005,246613,Rajasthan,19,20,18,23,80,Pass
Ayaan D'Souza,09-08-2005,582271,Rajasthan,19,24,14,23,80,Pass
Kunal Mehta,27-01-2006,248880,Rajasthan,18,17,22,23,80,Pass
Ishaan Chopra,10-01-2005,898790,Rajasthan,22,14,24,19,79,Pass
Aditya Sharma,23-01-2005,662372,Rajasthan,18,22,15,24,79,Pass
Rohan Verma,22-03-2005,267634,Rajasthan,20,15,20,24,79,Pass
Farhan Verma,24-04-2005,976934,Rajasthan,20,19,20,20,79,Pass
Aditya Sharma,12-05-2005,782822,Rajasthan,21,19,21,18,79,Pass
Gurpreet Singh,22-06-2005,984495,Rajasthan,20,11,24,24,79,Pass
David Sharma,14-07-2005,782852,Rajasthan,20,21,22,16,79,Pass
Ishaan Reddy,23-08-2005,256421,Rajasthan,13,24,19,23,79,Pass
Harjeet Reddy,09-09-2005,104563,Rajasthan,21,23,24,11,79,Pass
Aryan Reddy,15-10-2005,756654,Rajasthan,21,12,22,24,79,Pass
Aryan Verma,21-01-2006,233193,Rajasthan,23,15,23,18,79,Pass
Imran Reddy,02-04-2006,469105,Rajasthan,23,24,21,11,79,Pass
Aarav Pillai,08-12-2004,486563,Rajasthan,13,23,18,24,78,Pass
Manpreet Fernandes,26-04-2005,803501,Rajasthan,19,23,23,13,78,Pass
Yash Pillai,26-06-2005,906533,Rajasthan,19,19,23,17,78,Pass
Imran Fernandes,30-09-2005,616666,Rajasthan,23,22,16,17,78,Pass
Kunal Khan,09-10-2005,627652,Rajasthan,18,22,14,24,78,Pass
Kunal Khan,23-01-2006,250728,Rajasthan,23,24,8,23,78,Pass
Balbir Verma,08-12-2004,774774,Rajasthan,22,24,23,8,77,Pass
Vivaan Reddy,18-12-2004,201113,Rajasthan,18,21,23,15,77,Pass
Raj Fernandes,30-01-2005,962324,Rajasthan,7,24,23,23,77,Pass
Rohan Pillai,06-03-2005,166265,Rajasthan,13,17,23,24,77,Pass
Imran Verma,12-07-2005,942669,Rajasthan,23,23,19,12,77,Pass
David Reddy,29-08-2005,761892,Rajasthan,10,24,22,21,77,Pass
Sukhwinder Sharma,07-09-2005,912765,Rajasthan,18,19,16,24,77,Pass
Vivaan Reddy,05-10-2005,538789,Rajasthan,15,18,23,21,77,Pass
Peter Khan,30-10-2005,176108,Rajasthan,23,22,11,21,77,Pass
Kunal D'Souza,20-11-2005,811696,Rajasthan,18,18,23,18,77,Pass
David Chopra,10-01-2006,200449,Rajasthan,18,24,15,20,77,Pass
Peter D'Souza,04-03-2006,975928,Rajasthan,23,15,17,22,77,Pass
Raj Khan,17-11-2004,841345,Rajasthan,19,23,24,10,76,Pass
Aarav Mehta,21-12-2004,328071,Rajasthan,19,24,16,17,76,Pass
Balbir Sharma,29-01-2005,363097,Rajasthan,20,19,14,23,76,Pass
Aarav Verma,17-02-2005,845878,Rajasthan,19,11,23,23,76,Pass
Harjeet Chopra,18-02-2005,426879,Rajasthan,24,19,16,17,76,Pass
Yash Reddy,20-03-2005,809462,Rajasthan,10,23,19,24,76,Pass
Peter Mehta,06-05-2005,393355,Rajasthan,16,23,22,15,76,Pass
Paul Reddy,10-05-2005,574900,Rajasthan,13,23,21,19,76,Pass
Kunal Chopra,13-05-2005,817720,Rajasthan,17,13,22,24,76,Pass
Yash Chopra,24-06-2005,908009,Rajasthan,23,7,23,23,76,Pass
Zaid Reddy,07-10-2005,220721,Rajasthan,24,23,17,12,76,Pass
Mathew Pillai,20-10-2005,661913,Rajasthan,19,19,17,21,76,Pass
Krishna Singh,16-01-2006,951548,Rajasthan,13,22,24,17,76,Pass
Manpreet Reddy,18-01-2006,247047,Rajasthan,8,24,24,20,76,Pass
Kunal Chopra,11-03-2006,892246,Rajasthan,19,15,18,24,76,Pass
Balbir Singh,16-01-2005,327414,Rajasthan,19,11,22,23,75,Pass
Raj Mehta,29-05-2005,419864,Rajasthan,15,20,23,17,75,Pass
Ishaan Mehta,25-07-2005,894632,Rajasthan,12,20,19,24,75,Pass
Ishaan Mehta,11-08-2005,893703,Rajasthan,19,19,24,13,75,Pass
Krishna Pillai,01-10-2005,177872,Rajasthan,18,24,9,24,75,Pass
Raj D'Souza,12-10-2005,653900,Rajasthan,24,18,21,12,75,Pass
Yash Chopra,29-10-2005,679263,Rajasthan,12,17,23,23,75,Pass
Vivaan Singh,22-01-2006,142790,Rajasthan,12,23,20,20,75,Pass
Paul Reddy,25-01-2006,582865,Rajasthan,21,23,7,24,75,Pass
David Chopra,11-03-2006,647191,Rajasthan,16,21,22,16,75,Pass
Ayaan Reddy,19-03-2006,769943,Rajasthan,16,16,22,21,75,Pass
Aarav Verma,15-04-2006,846396,Rajasthan,5,23,24,23,75,Pass
Mathew Khan,27-12-2004,634671,Rajasthan,23,22,20,9,74,Pass
Aarav Singh,15-01-2005,433644,Rajasthan,16,18,23,17,74,Pass
Manpreet Khan,25-01-2005,914949,Rajasthan,22,20,11,21,74,Pass
Aditya Fernandes,17-02-2005,149893,Rajasthan,24,18,9,23,74,Pass
Aditya Mehta,04-03-2005,700772,Rajasthan,21,21,14,18,74,Pass
Kunal D'Souza,17-03-2005,380363,Rajasthan,18,24,23,9,74,Pass
Aditya Sharma,25-03-2005,673068,Rajasthan,21,23,10,20,74,Pass
Ishaan Chopra,10-06-2005,672931,Rajasthan,11,17,24,22,74,Pass
Peter Reddy,20-06-2005,584802,Rajasthan,12,21,18,23,74,Pass
Kunal Chopra,25-07-2005,512465,Rajasthan,22,13,20,19,74,Pass
Ishaan Sharma,03-08-2005,391434,Rajasthan,7,24,24,19,74,Pass
Gurpreet Pillai,19-08-2005,246354,Rajasthan,23,15,12,24,74,Pass
Vivaan D'Souza,23-10-2005,263594,Rajasthan,18,14,24,18,74,Pass
Aryan D'Souza,24-01-2006,430157,Rajasthan,23,23,9,19,74,Pass
Vivaan Reddy,25-01-2006,496119,Rajasthan,13,19,20,22,74,Pass
Aditya Fernandes,19-02-2006,265086,Rajasthan,16,22,14,22,74,Pass
Ishaan Fernandes,12-03-2006,852869,Rajasthan,14,15,22,23,74,Pass
Yash Verma,24-04-2006,158229,Rajasthan,11,20,21,22,74,Pass
Rohan Pillai,25-04-2006,492549,Rajasthan,18,12,21,23,74,Pass
Aarav D'Souza,19-01-2005,161224,Rajasthan,4,21,24,24,73,Pass
Kunal Singh,01-05-2005,819624,Rajasthan,19,24,18,12,73,Pass
Krishna Khan,24-05-2005,741209,Rajasthan,23,16,15,19,73,Pass
Yash Khan,02-06-2005,240550,Rajasthan,17,13,22,21,73,Pass
Aryan Reddy,18-07-2005,694232,Rajasthan,20,8,21,24,73,Pass
Aditya Khan,04-08-2005,904420,Rajasthan,23,11,20,19,73,Pass
Yash Khan,19-09-2005,866126,Rajasthan,21,24,8,20,73,Pass
Krishna Khan,27-10-2005,442126,Rajasthan,19,14,16,24,73,Pass
Harjeet Fernandes,11-12-2005,712595,Rajasthan,24,20,17,12,73,Pass
Sukhwinder D'Souza,12-01-2006,768196,Rajasthan,21,22,7,23,73,Pass
Yash Verma,04-02-2006,478594,Rajasthan,15,10,24,24,73,Pass
Peter D'Souza,08-02-2006,629657,Rajasthan,17,22,20,14,73,Pass
Aarav Sharma,09-02-2006,313236,Rajasthan,12,18,22,21,73,Pass
Raj Pillai,21-02-2006,989060,Rajasthan,7,22,23,21,73,Pass
Rohan Reddy,08-11-2004,478636,Rajasthan,10,22,18,22,72,Pass
Ayaan Singh,12-11-2004,222740,Rajasthan,7,24,18,23,72,Pass
Kunal Sharma,01-03-2005,812274,Rajasthan,11,17,24,20,72,Pass
Imran Reddy,04-03-2005,937878,Rajasthan,11,18,22,21,72,Pass
Mathew Sharma,10-04-2005,148556,Rajasthan,22,23,15,12,72,Pass
Gurpreet Khan,14-04-2005,824823,Rajasthan,24,18,13,17,72,Pass
Vivaan Sharma,20-04-2005,388412,Rajasthan,18,23,8,23,72,Pass
Aditya Sharma,17-06-2005,192290,Rajasthan,24,24,11,13,72,Pass
Krishna Pillai,17-06-2005,263415,Rajasthan,19,22,10,21,72,Pass
Krishna Pillai,09-08-2005,836383,Rajasthan,22,13,15,22,72,Pass
Rohan Sharma,10-08-2005,818404,Rajasthan,21,18,23,10,72,Pass
Krishna Singh,15-08-2005,527299,Rajasthan,12,23,15,22,72,Pass
Aryan Chopra,18-08-2005,401395,Rajasthan,15,23,22,12,72,Pass
Yash Verma,26-08-2005,301522,Rajasthan,13,24,19,16,72,Pass
Raj Reddy,10-09-2005,606054,Rajasthan,23,21,16,12,72,Pass
Yash Singh,25-10-2005,349968,Rajasthan,22,21,9,20,72,Pass
Rohan Verma,03-12-2005,921597,Rajasthan,13,21,23,15,72,Pass
Kunal Pillai,15-02-2006,333201,Rajasthan,6,24,21,21,72,Pass
Kunal Pillai,18-04-2006,841758,Rajasthan,21,17,24,10,72,Pass
Harjeet Khan,18-12-2004,377583,Rajasthan,16,18,15,22,71,Pass
Rohan Verma,07-01-2005,979497,Rajasthan,11,20,23,17,71,Pass
Aditya Khan,21-04-2005,736252,Rajasthan,23,14,14,20,71,Pass
Yash Khan,20-05-2005,633898,Rajasthan,20,18,9,24,71,Pass
Balbir Singh,23-05-2005,318854,Rajasthan,15,17,24,15,71,Pass
Kunal Sharma,27-05-2005,650418,Rajasthan,17,14,20,20,71,Pass
Paul Khan,06-07-2005,920211,Rajasthan,12,24,11,24,71,Pass
Ishaan Singh,19-08-2005,840267,Rajasthan,18,9,21,23,71,Pass
Ishaan Pillai,10-11-2005,621531,Rajasthan,20,21,6,24,71,Pass
Balbir Fernandes,11-11-2005,256865,Rajasthan,13,22,20,16,71,Pass
Harjeet D'Souza,18-11-2005,266884,Rajasthan,22,18,8,23,71,Pass
Aryan Verma,20-12-2005,100634,Rajasthan,19,7,21,24,71,Pass
Farhan Chopra,20-01-2006,733035,Rajasthan,22,12,15,22,71,Pass
Aarav Singh,09-02-2006,575231,Rajasthan,18,11,20,22,71,Pass
Yash Pillai,28-02-2006,938128,Rajasthan,15,17,15,24,71,Pass
Kunal Khan,04-03-2006,757640,Rajasthan,15,22,19,15,71,Pass
Mathew Sharma,07-03-2006,679763,Rajasthan,20,13,19,19,71,Pass
Aditya Sharma,15-03-2006,750829,Rajasthan,20,21,16,14,71,Pass
Aditya Fernandes,10-04-2006,851774,Rajasthan,20,18,11,22,71,Pass
Balbir Mehta,27-04-2006,672930,Rajasthan,7,22,22,20,71,Pass
Aditya Pillai,21-01-2005,420476,Rajasthan,21,17,10,22,70,Pass
Raj Sharma,15-02-2005,210190,Rajasthan,17,12,17,24,70,Pass
Aryan Singh,25-02-2005,563868,Rajasthan,24,22,13,11,70,Pass
Rohan Chopra,25-02-2005,338568,Rajasthan,21,4,21,24,70,Pass
Manpreet Khan,12-03-2005,409759,Rajasthan,20,17,23,10,70,Pass
Raj Verma,19-03-2005,469627,Rajasthan,14,23,17,16,70,Pass
Manpreet Sharma,27-03-2005,901565,Rajasthan,9,18,20,23,70,Pass
Kunal Mehta,03-05-2005,210615,Rajasthan,21,14,18,17,70,Pass
Ishaan Mehta,05-07-2005,119876,Rajasthan,10,18,22,20,70,Pass
Aarav Chopra,08-07-2005,441980,Rajasthan,15,11,22,22,70,Pass
Vivaan Reddy,15-08-2005,103215,Rajasthan,18,9,23,20,70,Pass
Yash Fernandes,08-09-2005,265175,Rajasthan,21,5,21,23,70,Pass
Rohan Sharma,18-09-2005,323850,Rajasthan,23,16,15,16,70,Pass
Kunal Pillai,25-09-2005,748413,Rajasthan,13,20,16,21,70,Pass
Raj Chopra,27-09-2005,554058,Rajasthan,18,20,17,15,70,Pass
Kunal Mehta,24-11-2005,961378,Rajasthan,13,20,14,23,70,Pass
Aditya Khan,26-11-2005,684139,Rajasthan,21,21,21,7,70,Pass
Imran Chopra,25-12-2005,899132,Rajasthan,21,21,17,11,70,Pass
John Pillai,08-01-2006,578536,Rajasthan,13,21,13,23,70,Pass
Manpreet Mehta,11-02-2006,661386,Rajasthan,20,15,21,14,70,Pass
Krishna Sharma,17-02-2006,684060,Rajasthan,23,21,6,20,70,Pass
Rohan Pillai,30-03-2006,130321,Rajasthan,23,20,21,6,70,Pass
Ishaan Khan,03-04-2006,210641,Rajasthan,19,20,12,19,70,Pass
Raj Mehta,18-11-2004,643972,Rajasthan,16,20,18,15,69,Pass
Aryan Mehta,08-12-2004,953184,Rajasthan,20,23,6,20,69,Pass
Ishaan Verma,04-02-2005,941972,Rajasthan,24,8,24,13,69,Pass
Sukhwinder Fernandes,16-02-2005,110929,Rajasthan,19,17,20,13,69,Pass
Krishna Pillai,20-02-2005,201139,Rajasthan,13,15,18,23,69,Pass
Krishna Sharma,02-03-2005,618799,Rajasthan,23,6,24,16,69,Pass
Peter Singh,12-05-2005,756618,Rajasthan,21,15,22,11,69,Pass
Yash Mehta,25-06-2005,446370,Rajasthan,24,15,12,18,69,Pass
Raj Sharma,29-06-2005,894353,Rajasthan,19,21,13,16,69,Pass
Raj Chopra,16-07-2005,608400,Rajasthan,14,15,17,23,69,Pass
Ishaan Singh,06-08-2005,164492,Rajasthan,14,12,22,21,69,Pass
Krishna D'Souza,07-08-2005,935798,Rajasthan,14,9,23,23,69,Pass
Peter Khan,21-08-2005,245960,Rajasthan,18,15,21,15,69,Pass
Balbir Khan,22-08-2005,291487,Rajasthan,10,24,19,16,69,Pass
Rohan Reddy,27-08-2005,613844,Rajasthan,14,21,23,11,69,Pass
Raj Khan,02-10-2005,397251,Rajasthan,11,15,21,22,69,Pass
Krishna Verma,17-10-2005,254570,Rajasthan,22,15,19,13,69,Pass
Aryan Khan,06-11-2005,137944,Rajasthan,16,20,11,22,69,Pass
Balbir Mehta,08-11-2005,160697,Rajasthan,17,17,18,17,69,Pass
Manpreet Khan,17-11-2005,757315,Rajasthan,21,18,10,20,69,Pass
Rohan D'Souza,09-12-2005,259365,Rajasthan,16,24,5,24,69,Pass
Manpreet Mehta,14-01-2006,747380,Rajasthan,21,22,7,19,69,Pass
Aryan Verma,26-01-2006,615050,Rajasthan,11,24,10,24,69,Pass
Ishaan D'Souza,29-01-2006,253921,Rajasthan,13,21,15,20,69,Pass
Krishna D'Souza,08-02-2006,522630,Rajasthan,20,15,10,24,69,Pass
Zaid Khan,21-02-2006,353246,Rajasthan,15,14,20,20,69,Pass
Aryan Pillai,24-02-2006,762701,Rajasthan,23,19,6,21,69,Pass
Vivaan Mehta,15-03-2006,981306,Rajasthan,15,10,20,24,69,Pass
Aditya Pillai,19-03-2006,171446,Rajasthan,21,22,18,8,69,Pass
Rohan Khan,24-03-2006,199251,Rajasthan,21,19,17,12,69,Pass
Yash Sharma,07-04-2006,898603,Rajasthan,14,22,18,15,69,Pass
Aarav Singh,29-04-2006,709487,Rajasthan,20,19,23,7,69,Pass
Kunal Singh,07-11-2004,463149,Rajasthan,20,17,13,18,68,Pass
Ishaan Chopra,26-11-2004,785207,Rajasthan,17,21,22,8,68,Pass
Peter Khan,06-12-2004,261244,Rajasthan,15,24,14,15,68,Pass
Yash Verma,18-12-2004,222960,Rajasthan,21,23,7,17,68,Pass
Krishna D'Souza,27-12-2004,498763,Rajasthan,21,23,17,7,68,Pass
Aryan Singh,14-01-2005,788719,Rajasthan,23,5,21,19,68,Pass
Peter Verma,22-01-2005,676866,Rajasthan,20,10,17,21,68,Pass
Kunal Sharma,27-01-2005,588637,Rajasthan,21,14,14,19,68,Pass
Aditya Sharma,11-02-2005,503233,Rajasthan,20,21,10,17,68,Pass
Kunal Reddy,18-03-2005,591829,Rajasthan,20,21,12,15,68,Pass
Aryan Verma,30-04-2005,152090,Rajasthan,23,17,10,18,68,Pass
Rohan Pillai,15-06-2005,572798,Rajasthan,16,17,11,24,68,Pass
Raj Khan,06-07-2005,566223,Rajasthan,23,21,7,17,68,Pass
Vivaan Chopra,07-07-2005,671788,Rajasthan,21,20,10,17,68,Pass
John Singh,08-07-2005,969262,Rajasthan,7,16,22,23,68,Pass
Balbir D'Souza,13-07-2005,529163,Rajasthan,16,22,9,21,68,Pass
Aarav Pillai,18-07-2005,666727,Rajasthan,12,24,21,11,68,Pass
Rohan Sharma,02-08-2005,151893,Rajasthan,17,17,18,16,68,Pass
Krishna Singh,20-09-2005,386521,Rajasthan,15,23,7,23,68,Pass
Manpreet Singh,22-10-2005,636221,Rajasthan,23,11,23,11,68,Pass
Mathew Reddy,05-11-2005,242488,Rajasthan,16,16,12,24,68,Pass
Kunal Khan,09-11-2005,890095,Rajasthan,10,24,12,22,68,Pass
Raj Pillai,21-11-2005,263154,Rajasthan,16,14,21,17,68,Pass
Aarav D'Souza,06-12-2005,262191,Rajasthan,18,22,18,10,68,Pass
Rohan Reddy,07-01-2006,818353,Rajasthan,15,17,12,24,68,Pass
Kunal Reddy,08-01-2006,851776,Rajasthan,19,4,23,22,68,Pass
Kunal Reddy,10-01-2006,224253,Rajasthan,24,14,11,19,68,Pass
Aarav D'Souza,19-01-2006,495297,Rajasthan,18,18,13,19,68,Pass
Aarav Khan,25-01-2006,806074,Rajasthan,23,21,7,17,68,Pass
Krishna Chopra,05-02-2006,380564,Rajasthan,18,24,13,13,68,Pass
Aryan D'Souza,09-02-2006,762399,Rajasthan,23,8,14,23,68,Pass
Aarav Chopra,11-02-2006,153982,Rajasthan,20,13,16,19,68,Pass
Harjeet Mehta,12-11-2004,991090,Rajasthan,24,4,19,20,67,Pass
Gurpreet Singh,07-03-2005,891943,Rajasthan,17,16,15,19,67,Pass
Aryan D'Souza,18-03-2005,910842,Rajasthan,23,21,15,8,67,Pass
Raj Sharma,04-05-2005,923626,Rajasthan,17,8,19,23,67,Pass
Kunal D'Souza,12-05-2005,236176,Rajasthan,24,9,13,21,67,Pass
Paul Mehta,03-06-2005,631523,Rajasthan,13,21,19,14,67,Pass
Aarav Pillai,11-06-2005,427709,Rajasthan,23,23,6,15,67,Pass
Aryan Pillai,28-06-2005,488618,Rajasthan,24,24,6,13,67,Pass
Zaid Khan,23-07-2005,181464,Rajasthan,16,22,23,6,67,Pass
Krishna Reddy,25-07-2005,363011,Rajasthan,22,17,12,16,67,Pass
Raj Singh,30-07-2005,514859,Rajasthan,24,17,19,7,67,Pass
John Singh,02-08-2005,584304,Rajasthan,20,10,16,21,67,Pass
Vivaan Sharma,12-08-2005,259659,Rajasthan,22,11,11,23,67,Pass
Raj Sharma,14-08-2005,231631,Rajasthan,5,22,20,20,67,Pass
David Fernandes,24-08-2005,387632,Rajasthan,21,20,5,21,67,Pass
Aditya Pillai,05-09-2005,368466,Rajasthan,17,14,24,12,67,Pass
Balbir Singh,22-09-2005,756969,Rajasthan,22,17,6,22,67,Pass
Sukhwinder Sharma,16-11-2005,526451,Rajasthan,6,23,20,18,67,Pass
Yash Chopra,23-11-2005,799077,Rajasthan,20,23,8,16,67,Pass
Zaid Sharma,08-12-2005,328705,Rajasthan,23,6,24,14,67,Pass
Raj Verma,15-12-2005,547353,Rajasthan,22,11,16,18,67,Pass
Raj Verma,31-12-2005,576640,Rajasthan,14,13,18,22,67,Pass
Sukhwinder Sharma,01-03-2006,180366,Rajasthan,21,13,22,11,67,Pass
Yash Pillai,11-03-2006,296055,Rajasthan,15,18,23,11,67,Pass
Ishaan Reddy,26-03-2006,777370,Rajasthan,16,14,16,21,67,Pass
Zaid Singh,29-03-2006,960897,Rajasthan,15,9,20,23,67,Pass
Aditya Fernandes,31-03-2006,919005,Rajasthan,21,13,16,17,67,Pass
Krishna Khan,07-04-2006,335036,Rajasthan,6,19,21,21,67,Pass
Aryan Khan,20-04-2006,183553,Rajasthan,21,16,6,24,67,Pass
Harjeet Verma,21-04-2006,968803,Rajasthan,18,16,11,22,67,Pass
Krishna Reddy,03-05-2006,746851,Rajasthan,18,8,19,22,67,Pass
Paul Reddy,18-11-2004,599184,Rajasthan,22,14,24,6,66,Pass
Harjeet Pillai,29-11-2004,461463,Rajasthan,18,20,6,22,66,Pass
Aarav Reddy,06-01-2005,654057,Rajasthan,14,20,23,9,66,Pass
Ishaan Khan,11-01-2005,686162,Rajasthan,17,9,18,22,66,Pass
Manpreet Verma,26-01-2005,525952,Rajasthan,9,19,24,14,66,Pass
Harjeet D'Souza,27-01-2005,364308,Rajasthan,22,23,8,13,66,Pass
Imran Reddy,14-02-2005,856994,Rajasthan,8,20,20,18,66,Pass
Aarav Khan,17-02-2005,965281,Rajasthan,20,16,21,9,66,Pass
Aryan Sharma,04-04-2005,222206,Rajasthan,23,24,7,12,66,Pass
David Singh,06-05-2005,645153,Rajasthan,14,12,24,16,66,Pass
Mathew Khan,01-06-2005,670928,Rajasthan,19,21,22,4,66,Pass
Zaid Pillai,02-06-2005,730231,Rajasthan,9,23,12,22,66,Pass
Rohan Fernandes,15-06-2005,275139,Rajasthan,21,11,22,12,66,Pass
Ishaan Pillai,16-06-2005,782139,Rajasthan,14,23,24,5,66,Pass
Harjeet Verma,24-06-2005,920023,Rajasthan,24,4,18,20,66,Pass
Yash Pillai,04-08-2005,175115,Rajasthan,15,16,14,21,66,Pass
Yash Sharma,08-08-2005,806280,Rajasthan,16,21,7,22,66,Pass
Vivaan Verma,09-08-2005,760443,Rajasthan,21,12,14,19,66,Pass
Krishna D'Souza,10-08-2005,809388,Rajasthan,21,23,10,12,66,Pass
Rohan Chopra,21-08-2005,991471,Rajasthan,24,11,22,9,66,Pass
Balbir Mehta,10-09-2005,455171,Rajasthan,17,14,16,19,66,Pass
Peter Mehta,05-10-2005,710012,Rajasthan,13,18,22,13,66,Pass
Vivaan Reddy,15-12-2005,180908,Rajasthan,22,17,17,10,66,Pass
Aarav Sharma,20-12-2005,444290,Rajasthan,20,14,19,13,66,Pass
Raj Reddy,14-01-2006,632410,Rajasthan,16,20,19,11,66,Pass
Rohan Mehta,30-01-2006,287550,Rajasthan,21,18,13,14,66,Pass
Vivaan Sharma,18-02-2006,833275,Rajasthan,11,24,10,21,66,Pass
Aditya Fernandes,27-02-2006,205963,Rajasthan,23,6,21,16,66,Pass
Aryan Reddy,06-03-2006,599436,Rajasthan,23,7,15,21,66,Pass
Yash Singh,22-04-2006,543021,Rajasthan,17,19,11,19,66,Pass
Rohan Reddy,30-04-2006,725051,Rajasthan,16,4,24,22,66,Pass
Gurpreet Sharma,19-12-2004,923662,Tamil Nadu,24,23,24,21,92,Pass
Sukhwinder Chopra,23-10-2005,830620,Tamil Nadu,23,24,24,20,91,Pass
Kunal Mehta,09-03-2006,209225,Tamil Nadu,20,22,23,23,88,Pass
Sukhwinder Chopra,27-05-2005,229339,Tamil Nadu,21,19,23,24,87,Pass
Aryan Khan,27-03-2005,842216,Tamil Nadu,21,20,24,21,86,Pass
Ishaan Reddy,15-01-2006,356499,Tamil Nadu,17,23,23,23,86,Pass
Sukhwinder Mehta,08-12-2005,135507,Tamil Nadu,19,23,18,24,84,Pass
Kunal Verma,09-12-2005,253013,Tamil Nadu,17,24,20,22,83,Pass
Aryan Singh,25-01-2006,572647,Tamil Nadu,18,22,23,20,83,Pass
Peter Sharma,17-05-2005,655151,Tamil Nadu,19,24,22,17,82,Pass
Aditya Fernandes,02-01-2006,704618,Tamil Nadu,22,16,21,23,82,Pass
Gurpreet Reddy,25-03-2006,188885,Tamil Nadu,23,15,24,20,82,Pass
Rohan Singh,07-12-2004,724073,Tamil Nadu,19,24,24,14,81,Pass
Manpreet Khan,23-12-2004,593923,Tamil Nadu,24,19,19,19,81,Pass
Mathew Singh,27-12-2004,593074,Tamil Nadu,24,20,18,19,81,Pass
Aditya Fernandes,15-04-2005,749773,Tamil Nadu,17,24,18,22,81,Pass
Aryan Pillai,25-09-2005,895521,Tamil Nadu,24,23,22,12,81,Pass
Krishna Fernandes,28-10-2005,215538,Tamil Nadu,23,23,22,13,81,Pass
Yash Fernandes,07-11-2005,500018,Tamil Nadu,13,24,21,23,81,Pass
Yash Pillai,15-11-2004,301113,Tamil Nadu,22,20,18,20,80,Pass
